iteration,system,target_emotion,control_params,judged_V,judged_A,judged_D,judge_family,judge_confidence,distance_to_target,accepted
755,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.115, 0.265, 0.13, 0.443, 0.041, -0.082, 0.297, 0.121];sent=s13;draw1;g01",-0.501,0.842,0.672,fear,0.63,0.813,1
756,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.17, 0.013, 0.035, 0.726, 0.087, -0.076, -0.032, 0.121];sent=s12;draw0;g01",-0.142,0.482,0.242,fear,1.0,0.262,1
757,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.17, 0.013, 0.035, 0.726, 0.087, -0.076, -0.032, 0.121];sent=s13;draw1;g01",-0.351,0.562,0.317,joy,0.4,0.36,0
758,indextts2-p5a-fear,fear,"raw_emo_vector=[0.13, 0.084, 0.01, 0.68, 0.046, 0.137, 0.102, -0.089];sent=s12;draw0;g01",-0.34,0.783,0.588,fear,0.62,0.67,1
759,indextts2-p5a-fear,fear,"raw_emo_vector=[0.13, 0.084, 0.01, 0.68, 0.046, 0.137, 0.102, -0.089];sent=s13;draw1;g01",-0.28,0.814,0.639,fear,1.0,0.72,1
760,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.145, 0.272, -0.085, 0.43, -0.178, -0.001, -0.006, 0.126];sent=s12;draw0;g02",-0.163,0.538,0.285,anger,0.8,0.3,0
761,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.145, 0.272, -0.085, 0.43, -0.178, -0.001, -0.006, 0.126];sent=s13;draw1;g02",-0.339,0.542,0.251,fear,1.0,0.292,1
762,indextts2-p5a-fear,fear,"raw_emo_vector=[0.047, -0.074, 0.016, 0.537, 0.031, -0.217, 0.168, 0.03];sent=s12;draw0;g02",-0.197,0.615,0.394,fear,0.81,0.417,1
763,indextts2-p5a-fear,fear,"raw_emo_vector=[0.047, -0.074, 0.016, 0.537, 0.031, -0.217, 0.168, 0.03];sent=s13;draw1;g02",-0.341,0.762,0.568,fear,0.82,0.644,1
764,indextts2-p5a-fear,fear,"raw_emo_vector=[0.081, -0.228, 0.033, 0.68, -0.121, -0.039, 0.294, 0.038];sent=s12;draw0;g02",-0.058,0.585,0.329,fear,0.81,0.379,1
765,indextts2-p5a-fear,fear,"raw_emo_vector=[0.081, -0.228, 0.033, 0.68, -0.121, -0.039, 0.294, 0.038];sent=s13;draw1;g02",-0.245,0.638,0.339,fear,0.66,0.373,1
766,indextts2-p5a-fear,fear,"raw_emo_vector=[0.094, -0.191, 0.207, 0.644, -0.1, 0.18, 0.064, -0.12];sent=s12;draw0;g02",-0.087,0.465,0.206,fear,1.0,0.252,1
767,indextts2-p5a-fear,fear,"raw_emo_vector=[0.094, -0.191, 0.207, 0.644, -0.1, 0.18, 0.064, -0.12];sent=s13;draw1;g02",-0.257,0.541,0.218,fear,1.0,0.235,1
768,indextts2-p5a-fear,fear,"raw_emo_vector=[0.305, -0.097, 0.035, 0.484, -0.089, -0.027, 0.413, -0.082];sent=s12;draw0;g02",-0.165,0.831,0.62,surprise,0.8,0.708,0
769,indextts2-p5a-fear,fear,"raw_emo_vector=[0.305, -0.097, 0.035, 0.484, -0.089, -0.027, 0.413, -0.082];sent=s13;draw1;g02",-0.298,0.815,0.576,surprise,0.8,0.666,0
770,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.046, -0.087, -0.223, 0.491, 0.057, 0.126, 0.109, 0.056];sent=s12;draw0;g02",-0.121,0.466,0.177,joy,0.4,0.212,0
771,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.046, -0.087, -0.223, 0.491, 0.057, 0.126, 0.109, 0.056];sent=s13;draw1;g02",-0.268,0.513,0.205,fear,0.8,0.222,1
772,indextts2-p5a-fear,fear,"raw_emo_vector=[0.061, 0.12, -0.213, 0.429, -0.057, -0.082, 0.028, -0.214];sent=s12;draw0;g02",-0.137,0.627,0.392,anger,0.6,0.425,0
773,indextts2-p5a-fear,fear,"raw_emo_vector=[0.061, 0.12, -0.213, 0.429, -0.057, -0.082, 0.028, -0.214];sent=s13;draw1;g02",-0.361,0.647,0.395,fear,1.0,0.454,1
774,indextts2-p5a-fear,fear,"raw_emo_vector=[0.028, -0.189, 0.042, 0.581, -0.204, -0.132, 0.331, -0.092];sent=s12;draw0;g02",-0.065,0.544,0.283,fear,0.81,0.329,1
775,indextts2-p5a-fear,fear,"raw_emo_vector=[0.028, -0.189, 0.042, 0.581, -0.204, -0.132, 0.331, -0.092];sent=s13;draw1;g02",-0.193,0.594,0.324,fear,0.83,0.345,1
776,indextts2-p5a-fear,fear,"raw_emo_vector=[0.054, -0.302, 0.276, 0.349, 0.038, 0.14, 0.405, -0.036];sent=s12;draw0;g03",-0.05,0.523,0.236,fear,1.0,0.294,1
777,indextts2-p5a-fear,fear,"raw_emo_vector=[0.054, -0.302, 0.276, 0.349, 0.038, 0.14, 0.405, -0.036];sent=s13;draw1;g03",0.032,0.556,0.218,fear,0.83,0.335,1
778,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.036, -0.036, 0.374, 0.124, 0.065, 0.129, -0.098, 0.227];sent=s12;draw0;g03",-0.173,0.33,0.02,neutral,0.4,0.186,0
779,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.036, -0.036, 0.374, 0.124, 0.065, 0.129, -0.098, 0.227];sent=s13;draw1;g03",-0.312,0.337,-0.041,fear,0.6,0.204,1
780,indextts2-p5a-fear,fear,"raw_emo_vector=[0.238, -0.278, 0.335, 0.538, 0.065, 0.119, -0.007, -0.02];sent=s12;draw0;g03",-0.181,0.49,0.174,fear,0.64,0.187,1
781,indextts2-p5a-fear,fear,"raw_emo_vector=[0.238, -0.278, 0.335, 0.538, 0.065, 0.119, -0.007, -0.02];sent=s13;draw1;g03",-0.096,0.443,0.124,fear,1.0,0.188,1
782,indextts2-p5a-fear,fear,"raw_emo_vector=[0.101, -0.111, 0.249, 0.103, -0.205, -0.256, 0.198, -0.279];sent=s12;draw0;g03",-0.011,0.466,0.145,joy,0.4,0.256,0
783,indextts2-p5a-fear,fear,"raw_emo_vector=[0.101, -0.111, 0.249, 0.103, -0.205, -0.256, 0.198, -0.279];sent=s13;draw1;g03",-0.308,0.507,0.147,fear,1.0,0.185,1
784,indextts2-p5a-fear,fear,"raw_emo_vector=[0.014, -0.172, 0.332, 0.605, 0.051, 0.032, 0.077, 0.161];sent=s12;draw0;g03",-0.161,0.424,0.141,neutral,0.6,0.181,0
785,indextts2-p5a-fear,fear,"raw_emo_vector=[0.014, -0.172, 0.332, 0.605, 0.051, 0.032, 0.077, 0.161];sent=s13;draw1;g03",-0.162,0.539,0.228,fear,1.0,0.245,1
786,indextts2-p5a-fear,fear,"raw_emo_vector=[0.091, -0.136, -0.069, 0.223, -0.35, -0.015, 0.416, -0.166];sent=s12;draw0;g03",-0.056,0.446,0.137,joy,0.6,0.222,0
787,indextts2-p5a-fear,fear,"raw_emo_vector=[0.091, -0.136, -0.069, 0.223, -0.35, -0.015, 0.416, -0.166];sent=s13;draw1;g03",-0.242,0.476,0.136,fear,1.0,0.153,1
788,indextts2-p5a-fear,fear,"raw_emo_vector=[0.155, -0.147, -0.019, 0.797, 0.162, -0.087, 0.146, -0.03];sent=s12;draw0;g03",-0.31,0.851,0.707,joy,0.6,0.8,0
789,indextts2-p5a-fear,fear,"raw_emo_vector=[0.155, -0.147, -0.019, 0.797, 0.162, -0.087, 0.146, -0.03];sent=s13;draw1;g03",-0.292,0.844,0.671,fear,0.64,0.763,1
790,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.015, -0.109, 0.082, 0.383, -0.142, -0.094, 0.418, -0.356];sent=s12;draw0;g03",0.062,0.647,0.358,surprise,0.8,0.477,0
791,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.015, -0.109, 0.082, 0.383, -0.142, -0.094, 0.418, -0.356];sent=s13;draw1;g03",-0.253,0.7,0.432,fear,0.82,0.483,1
792,indextts2-p5a-fear,fear,"raw_emo_vector=[0.165, -0.112, 0.213, 0.392, -0.021, 0.281, 0.18, -0.236];sent=s12;draw0;g04",-0.158,0.647,0.382,surprise,0.58,0.418,0
793,indextts2-p5a-fear,fear,"raw_emo_vector=[0.165, -0.112, 0.213, 0.392, -0.021, 0.281, 0.18, -0.236];sent=s13;draw1;g04",-0.252,0.556,0.25,fear,1.0,0.268,1
794,indextts2-p5a-fear,fear,"raw_emo_vector=[0.291, -0.122, -0.012, 0.365, -0.051, -0.23, 0.215, -0.178];sent=s12;draw0;g04",-0.104,0.78,0.563,surprise,0.8,0.642,0
795,indextts2-p5a-fear,fear,"raw_emo_vector=[0.291, -0.122, -0.012, 0.365, -0.051, -0.23, 0.215, -0.178];sent=s13;draw1;g04",-0.397,0.73,0.532,fear,0.61,0.614,1
796,indextts2-p5a-fear,fear,"raw_emo_vector=[0.252, -0.303, 0.162, 0.273, -0.304, 0.27, -0.005, 0.03];sent=s12;draw0;g04",-0.133,0.297,-0.044,neutral,1.0,0.229,0
797,indextts2-p5a-fear,fear,"raw_emo_vector=[0.252, -0.303, 0.162, 0.273, -0.304, 0.27, -0.005, 0.03];sent=s13;draw1;g04",-0.268,0.407,0.049,fear,1.0,0.132,1
798,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.054, -0.403, 0.229, 0.418, 0.026, -0.016, 0.274, -0.181];sent=s12;draw0;g04",-0.138,0.355,0.003,fear,1.0,0.171,1
799,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.054, -0.403, 0.229, 0.418, 0.026, -0.016, 0.274, -0.181];sent=s13;draw1;g04",-0.281,0.383,0.009,fear,1.0,0.146,1
800,indextts2-p5a-fear,fear,"raw_emo_vector=[0.146, -0.365, 0.166, 0.306, -0.157, 0.041, 0.233, -0.186];sent=s12;draw0;g04",-0.101,0.381,0.056,fear,0.8,0.181,1
801,indextts2-p5a-fear,fear,"raw_emo_vector=[0.146, -0.365, 0.166, 0.306, -0.157, 0.041, 0.233, -0.186];sent=s13;draw1;g04",-0.245,0.453,0.141,fear,1.0,0.165,1
802,indextts2-p5a-fear,fear,"raw_emo_vector=[0.025, -0.327, 0.299, 0.354, 0.151, -0.051, 0.317, -0.077];sent=s12;draw0;g04",-0.037,0.51,0.213,surprise,0.8,0.282,0
803,indextts2-p5a-fear,fear,"raw_emo_vector=[0.025, -0.327, 0.299, 0.354, 0.151, -0.051, 0.317, -0.077];sent=s13;draw1;g04",-0.259,0.629,0.328,fear,1.0,0.362,1
804,indextts2-p5a-fear,fear,"raw_emo_vector=[0.1, -0.269, 0.153, 0.26, -0.143, 0.108, 0.298, -0.107];sent=s12;draw0;g04",-0.058,0.381,0.043,fear,1.0,0.206,1
805,indextts2-p5a-fear,fear,"raw_emo_vector=[0.1, -0.269, 0.153, 0.26, -0.143, 0.108, 0.298, -0.107];sent=s13;draw1;g04",-0.313,0.408,0.043,fear,1.0,0.154,1
806,indextts2-p5a-fear,fear,"raw_emo_vector=[0.161, -0.194, -0.186, 0.377, 0.116, -0.238, 0.24, -0.086];sent=s12;draw0;g04",-0.098,0.654,0.459,neutral,0.6,0.503,0
807,indextts2-p5a-fear,fear,"raw_emo_vector=[0.161, -0.194, -0.186, 0.377, 0.116, -0.238, 0.24, -0.086];sent=s13;draw1;g04",-0.282,0.635,0.387,fear,0.82,0.423,1
808,indextts2-p5a-fear,fear,"raw_emo_vector=[0.201, -0.237, 0.285, 0.433, -0.112, 0.184, 0.122, -0.026];sent=s12;draw0;g05",-0.097,0.475,0.161,fear,1.0,0.208,1
809,indextts2-p5a-fear,fear,"raw_emo_vector=[0.201, -0.237, 0.285, 0.433, -0.112, 0.184, 0.122, -0.026];sent=s13;draw1;g05",-0.132,0.507,0.197,fear,1.0,0.221,1
810,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.133, -0.166, 0.148, 0.324, -0.337, 0.028, 0.366, -0.099];sent=s12;draw0;g05",-0.038,0.393,0.062,neutral,0.4,0.22,0
811,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.133, -0.166, 0.148, 0.324, -0.337, 0.028, 0.366, -0.099];sent=s13;draw1;g05",-0.29,0.379,-0.007,fear,0.6,0.153,1
812,indextts2-p5a-fear,fear,"raw_emo_vector=[0.013, -0.487, 0.268, 0.38, -0.064, 0.013, 0.259, 0.115];sent=s12;draw0;g05",-0.084,0.322,-0.015,neutral,1.0,0.226,0
813,indextts2-p5a-fear,fear,"raw_emo_vector=[0.013, -0.487, 0.268, 0.38, -0.064, 0.013, 0.259, 0.115];sent=s13;draw1;g05",-0.309,0.347,-0.034,fear,0.8,0.193,1
814,indextts2-p5a-fear,fear,"raw_emo_vector=[0.22, -0.345, 0.2, 0.252, -0.052, 0.023, 0.461, -0.048];sent=s12;draw0;g05",0.076,0.568,0.299,joy,0.8,0.425,0
815,indextts2-p5a-fear,fear,"raw_emo_vector=[0.22, -0.345, 0.2, 0.252, -0.052, 0.023, 0.461, -0.048];sent=s13;draw1;g05",-0.202,0.614,0.282,fear,0.64,0.31,1
816,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.006, -0.381, 0.369, 0.309, 0.101, -0.145, 0.258, 0.032];sent=s12;draw0;g05",-0.094,0.403,0.071,fear,1.0,0.177,1
817,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.006, -0.381, 0.369, 0.309, 0.101, -0.145, 0.258, 0.032];sent=s13;draw1;g05",-0.247,0.463,0.126,fear,1.0,0.148,1
818,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.151, -0.231, -0.059, 0.318, -0.085, -0.014, 0.362, -0.339];sent=s12;draw0;g05",-0.047,0.449,0.129,neutral,0.6,0.223,0
819,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.151, -0.231, -0.059, 0.318, -0.085, -0.014, 0.362, -0.339];sent=s13;draw1;g05",-0.264,0.41,-0.012,fear,0.8,0.114,1
820,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.085, -0.285, 0.236, 0.356, 0.001, -0.088, 0.238, -0.31];sent=s12;draw0;g05",-0.085,0.401,0.085,fear,1.0,0.191,1
821,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.085, -0.285, 0.236, 0.356, 0.001, -0.088, 0.238, -0.31];sent=s13;draw1;g05",-0.217,0.484,0.157,fear,1.0,0.169,1
822,indextts2-p5a-fear,fear,"raw_emo_vector=[0.09, -0.276, 0.085, 0.522, -0.037, 0.084, 0.316, -0.19];sent=s12;draw0;g05",-0.152,0.598,0.314,surprise,0.59,0.34,0
823,indextts2-p5a-fear,fear,"raw_emo_vector=[0.09, -0.276, 0.085, 0.522, -0.037, 0.084, 0.316, -0.19];sent=s13;draw1;g05",-0.149,0.599,0.326,fear,0.83,0.353,1
824,indextts2-p5a-fear,fear,"raw_emo_vector=[0.009, -0.237, 0.236, 0.334, 0.11, -0.012, 0.397, -0.264];sent=s12;draw0;g06",0.058,0.565,0.238,fear,0.63,0.37,1
825,indextts2-p5a-fear,fear,"raw_emo_vector=[0.009, -0.237, 0.236, 0.334, 0.11, -0.012, 0.397, -0.264];sent=s13;draw1;g06",-0.272,0.663,0.372,fear,0.64,0.416,1
826,indextts2-p5a-fear,fear,"raw_emo_vector=[0.06, -0.292, 0.255, 0.262, -0.042, -0.084, 0.256, -0.35];sent=s12;draw0;g06",-0.093,0.438,0.118,joy,0.6,0.187,0
827,indextts2-p5a-fear,fear,"raw_emo_vector=[0.06, -0.292, 0.255, 0.262, -0.042, -0.084, 0.256, -0.35];sent=s13;draw1;g06",-0.208,0.521,0.1,fear,1.0,0.111,1
828,indextts2-p5a-fear,fear,"raw_emo_vector=[0.066, -0.311, 0.275, 0.137, 0.002, -0.02, 0.215, -0.045];sent=s12;draw0;g06",-0.061,0.452,0.158,joy,0.8,0.232,0
829,indextts2-p5a-fear,fear,"raw_emo_vector=[0.066, -0.311, 0.275, 0.137, 0.002, -0.02, 0.215, -0.045];sent=s13;draw1;g06",-0.376,0.429,0.048,fear,1.0,0.193,1
830,indextts2-p5a-fear,fear,"raw_emo_vector=[0.133, -0.218, 0.093, 0.476, 0.213, 0.202, 0.133, 0.027];sent=s12;draw0;g06",-0.169,0.559,0.337,fear,0.81,0.353,1
831,indextts2-p5a-fear,fear,"raw_emo_vector=[0.133, -0.218, 0.093, 0.476, 0.213, 0.202, 0.133, 0.027];sent=s13;draw1;g06",-0.168,0.579,0.316,fear,0.82,0.336,1
832,indextts2-p5a-fear,fear,"raw_emo_vector=[0.121, -0.188, 0.132, 0.319, 0.219, -0.233, -0.104, 0.014];sent=s12;draw0;g06",-0.098,0.507,0.232,neutral,0.6,0.267,0
833,indextts2-p5a-fear,fear,"raw_emo_vector=[0.121, -0.188, 0.132, 0.319, 0.219, -0.233, -0.104, 0.014];sent=s13;draw1;g06",-0.267,0.52,0.236,fear,1.0,0.253,1
834,indextts2-p5a-fear,fear,"raw_emo_vector=[0.281, -0.253, 0.113, 0.322, -0.135, -0.124, 0.334, -0.039];sent=s12;draw0;g06",-0.102,0.606,0.365,joy,0.6,0.402,0
835,indextts2-p5a-fear,fear,"raw_emo_vector=[0.281, -0.253, 0.113, 0.322, -0.135, -0.124, 0.334, -0.039];sent=s13;draw1;g06",-0.229,0.629,0.34,fear,0.82,0.37,1
836,indextts2-p5a-fear,fear,"raw_emo_vector=[0.161, -0.235, 0.147, 0.242, 0.297, 0.068, 0.327, -0.123];sent=s12;draw0;g06",-0.272,0.761,0.585,surprise,0.56,0.649,0
837,indextts2-p5a-fear,fear,"raw_emo_vector=[0.161, -0.235, 0.147, 0.242, 0.297, 0.068, 0.327, -0.123];sent=s13;draw1;g06",-0.317,0.744,0.543,surprise,0.8,0.61,0
838,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.057, -0.267, 0.323, 0.085, 0.096, -0.072, -0.033, 0.096];sent=s12;draw0;g06",-0.109,0.383,0.062,neutral,0.6,0.178,0
839,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.057, -0.267, 0.323, 0.085, 0.096, -0.072, -0.033, 0.096];sent=s13;draw1;g06",-0.291,0.435,0.078,sadness,0.4,0.142,0
840,indextts2-p5a-fear,fear,"raw_emo_vector=[0.002, -0.104, 0.413, 0.317, 0.012, 0.064, 0.148, -0.203];sent=s12;draw0;g07",-0.104,0.465,0.124,fear,1.0,0.177,1
841,indextts2-p5a-fear,fear,"raw_emo_vector=[0.002, -0.104, 0.413, 0.317, 0.012, 0.064, 0.148, -0.203];sent=s13;draw1;g07",-0.118,0.566,0.262,fear,0.83,0.293,1
842,indextts2-p5a-fear,fear,"raw_emo_vector=[0.052, -0.11, 0.197, 0.619, 0.15, -0.038, 0.236, -0.119];sent=s12;draw0;g07",-0.374,0.798,0.6,fear,0.62,0.694,1
843,indextts2-p5a-fear,fear,"raw_emo_vector=[0.052, -0.11, 0.197, 0.619, 0.15, -0.038, 0.236, -0.119];sent=s13;draw1;g07",-0.3,0.825,0.622,joy,1.0,0.712,0
844,indextts2-p5a-fear,fear,"raw_emo_vector=[0.047, -0.117, 0.254, -0.055, -0.073, -0.082, 0.367, -0.21];sent=s12;draw0;g07",-0.049,0.534,0.249,joy,0.6,0.306,0
845,indextts2-p5a-fear,fear,"raw_emo_vector=[0.047, -0.117, 0.254, -0.055, -0.073, -0.082, 0.367, -0.21];sent=s13;draw1;g07",-0.318,0.551,0.272,joy,0.4,0.304,0
846,indextts2-p5a-fear,fear,"raw_emo_vector=[0.209, -0.213, 0.155, 0.19, -0.084, 0.002, 0.487, -0.262];sent=s12;draw0;g07",-0.086,0.76,0.561,surprise,0.8,0.635,0
847,indextts2-p5a-fear,fear,"raw_emo_vector=[0.209, -0.213, 0.155, 0.19, -0.084, 0.002, 0.487, -0.262];sent=s13;draw1;g07",-0.084,0.772,0.537,fear,0.63,0.62,1
848,indextts2-p5a-fear,fear,"raw_emo_vector=[0.203, -0.395, 0.225, 0.254, 0.077, 0.114, 0.161, -0.096];sent=s12;draw0;g07",-0.095,0.369,0.037,fear,1.0,0.187,1
849,indextts2-p5a-fear,fear,"raw_emo_vector=[0.203, -0.395, 0.225, 0.254, 0.077, 0.114, 0.161, -0.096];sent=s13;draw1;g07",-0.213,0.444,0.13,fear,1.0,0.155,1
850,indextts2-p5a-fear,fear,"raw_emo_vector=[0.011, 0.063, 0.335, 0.6, 0.004, -0.019, 0.222, -0.299];sent=s12;draw0;g07",-0.508,0.877,0.716,surprise,0.8,0.866,0
851,indextts2-p5a-fear,fear,"raw_emo_vector=[0.011, 0.063, 0.335, 0.6, 0.004, -0.019, 0.222, -0.299];sent=s13;draw1;g07",-0.304,0.818,0.582,fear,0.83,0.674,1
852,indextts2-p5a-fear,fear,"raw_emo_vector=[0.228, -0.333, 0.193, 0.277, -0.04, 0.035, 0.276, -0.217];sent=s12;draw0;g07",-0.028,0.441,0.107,fear,1.0,0.227,1
853,indextts2-p5a-fear,fear,"raw_emo_vector=[0.228, -0.333, 0.193, 0.277, -0.04, 0.035, 0.276, -0.217];sent=s13;draw1;g07",-0.119,0.519,0.183,fear,0.83,0.214,1
854,indextts2-p5a-fear,fear,"raw_emo_vector=[0.107, -0.008, 0.166, 0.314, 0.149, -0.127, 0.259, -0.232];sent=s12;draw0;g07",-0.38,0.823,0.652,surprise,0.8,0.752,0
855,indextts2-p5a-fear,fear,"raw_emo_vector=[0.107, -0.008, 0.166, 0.314, 0.149, -0.127, 0.259, -0.232];sent=s13;draw1;g07",-0.321,0.819,0.657,fear,0.42,0.744,1
856,indextts2-p5a-fear,fear,"raw_emo_vector=[0.058, -0.355, 0.357, 0.3, -0.046, -0.154, 0.167, -0.162];sent=s12;draw0;g08",-0.123,0.428,0.102,fear,1.0,0.164,1
857,indextts2-p5a-fear,fear,"raw_emo_vector=[0.058, -0.355, 0.357, 0.3, -0.046, -0.154, 0.167, -0.162];sent=s13;draw1;g08",-0.277,0.334,-0.151,fear,0.6,0.234,1
858,indextts2-p5a-fear,fear,"raw_emo_vector=[0.213, -0.105, 0.293, 0.361, 0.066, -0.068, 0.256, -0.146];sent=s12;draw0;g08",0.042,0.787,0.543,joy,1.0,0.668,0
859,indextts2-p5a-fear,fear,"raw_emo_vector=[0.213, -0.105, 0.293, 0.361, 0.066, -0.068, 0.256, -0.146];sent=s13;draw1;g08",-0.314,0.807,0.591,fear,0.82,0.678,1
860,indextts2-p5a-fear,fear,"raw_emo_vector=[0.151, -0.374, 0.337, 0.224, 0.011, -0.068, 0.143, -0.187];sent=s12;draw0;g08",-0.064,0.409,0.081,fear,1.0,0.199,1
861,indextts2-p5a-fear,fear,"raw_emo_vector=[0.151, -0.374, 0.337, 0.224, 0.011, -0.068, 0.143, -0.187];sent=s13;draw1;g08",-0.236,0.448,0.148,fear,1.0,0.172,1
862,indextts2-p5a-fear,fear,"raw_emo_vector=[0.15, -0.387, 0.366, 0.268, 0.05, 0.105, 0.093, -0.168];sent=s12;draw0;g08",-0.14,0.356,0.023,fear,1.0,0.173,1
863,indextts2-p5a-fear,fear,"raw_emo_vector=[0.15, -0.387, 0.366, 0.268, 0.05, 0.105, 0.093, -0.168];sent=s13;draw1;g08",-0.296,0.409,0.059,fear,1.0,0.15,1
864,indextts2-p5a-fear,fear,"raw_emo_vector=[0.045, -0.37, 0.368, 0.234, 0.018, 0.246, 0.12, -0.199];sent=s12;draw0;g08",-0.122,0.366,0.009,fear,0.6,0.17,1
865,indextts2-p5a-fear,fear,"raw_emo_vector=[0.045, -0.37, 0.368, 0.234, 0.018, 0.246, 0.12, -0.199];sent=s13;draw1;g08",-0.241,0.336,-0.05,fear,1.0,0.181,1
866,indextts2-p5a-fear,fear,"raw_emo_vector=[0.274, -0.181, 0.286, 0.13, -0.053, 0.224, 0.241, -0.212];sent=s12;draw0;g08",-0.072,0.565,0.311,surprise,0.6,0.354,0
867,indextts2-p5a-fear,fear,"raw_emo_vector=[0.274, -0.181, 0.286, 0.13, -0.053, 0.224, 0.241, -0.212];sent=s13;draw1;g08",-0.044,0.556,0.171,fear,1.0,0.25,1
868,indextts2-p5a-fear,fear,"raw_emo_vector=[0.003, -0.095, 0.511, 0.301, -0.118, -0.084, 0.277, -0.097];sent=s12;draw0;g08",0.108,0.628,0.332,fear,0.65,0.481,1
869,indextts2-p5a-fear,fear,"raw_emo_vector=[0.003, -0.095, 0.511, 0.301, -0.118, -0.084, 0.277, -0.097];sent=s13;draw1;g08",-0.023,0.597,0.164,fear,0.83,0.27,1
870,indextts2-p5a-fear,fear,"raw_emo_vector=[0.048, -0.183, 0.092, 0.295, -0.08, 0.157, 0.089, -0.065];sent=s12;draw0;g08",-0.097,0.379,0.072,joy,0.4,0.191,0
871,indextts2-p5a-fear,fear,"raw_emo_vector=[0.048, -0.183, 0.092, 0.295, -0.08, 0.157, 0.089, -0.065];sent=s13;draw1;g08",-0.286,0.437,0.092,fear,1.0,0.147,1
872,indextts2-p5a-fear,fear,"raw_emo_vector=[0.081, -0.316, 0.47, 0.166, 0.139, 0.248, 0.019, -0.139];sent=s12;draw0;g09",-0.112,0.259,-0.088,fear,0.6,0.28,1
873,indextts2-p5a-fear,fear,"raw_emo_vector=[0.081, -0.316, 0.47, 0.166, 0.139, 0.248, 0.019, -0.139];sent=s13;draw1;g09",-0.121,0.422,0.094,fear,1.0,0.163,1
874,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.015, -0.471, 0.324, 0.236, -0.048, 0.119, 0.008, -0.353];sent=s12;draw0;g09",-0.157,0.281,-0.083,neutral,1.0,0.246,0
875,indextts2-p5a-fear,fear,"raw_emo_vector=[-0.015, -0.471, 0.324, 0.236, -0.048, 0.119, 0.008, -0.353];sent=s13;draw1;g09",-0.284,0.389,0.02,sadness,0.4,0.145,0
876,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=s12;draw0;g09",-0.114,0.405,0.066,fear,1.0,0.161,1
877,indextts2-p5a-fear,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];sent=s13;draw1;g09",-0.166,0.384,0.066,fear,1.0,0.153,1
878,indextts2-p5a-fear,fear,"raw_emo_vector=[0.011, -0.341, 0.35, 0.169, 0.093, 0.199, 0.13, -0.301];sent=s12;draw0;g09",-0.106,0.344,0.011,joy,0.4,0.197,0
879,indextts2-p5a-fear,fear,"raw_emo_vector=[0.011, -0.341, 0.35, 0.169, 0.093, 0.199, 0.13, -0.301];sent=s13;draw1;g09",-0.14,0.434,0.127,fear,1.0,0.172,1
880,indextts2-p5a-fear,fear,"raw_emo_vector=[0.018, -0.419, 0.433, 0.14, 0.177, 0.031, 0.074, -0.193];sent=s12;draw0;g09",-0.104,0.396,0.074,neutral,0.6,0.176,0
881,indextts2-p5a-fear,fear,"raw_emo_vector=[0.018, -0.419, 0.433, 0.14, 0.177, 0.031, 0.074, -0.193];sent=s13;draw1;g09",-0.253,0.448,0.139,fear,1.0,0.167,1
882,indextts2-p5a-fear,fear,"raw_emo_vector=[0.26, -0.316, 0.285, 0.257, -0.055, 0.035, 0.091, -0.06];sent=s12;draw0;g09",-0.083,0.441,0.144,fear,1.0,0.211,1
883,indextts2-p5a-fear,fear,"raw_emo_vector=[0.26, -0.316, 0.285, 0.257, -0.055, 0.035, 0.091, -0.06];sent=s13;draw1;g09",-0.218,0.454,0.156,fear,1.0,0.175,1
884,indextts2-p5a-fear,fear,"raw_emo_vector=[0.089, -0.264, 0.317, 0.21, 0.086, -0.186, 0.094, -0.131];sent=s12;draw0;g09",-0.115,0.475,0.163,joy,0.4,0.201,0
885,indextts2-p5a-fear,fear,"raw_emo_vector=[0.089, -0.264, 0.317, 0.21, 0.086, -0.186, 0.094, -0.131];sent=s13;draw1;g09",-0.355,0.419,0.048,fear,0.8,0.181,1
